;title;link;abstract;tags;pii;free
231;FOXP3 and NFAT: Partners in Tolerance;https://api.elsevier.com/content/article/pii/[S0092867406008956];Regulatory T cells suppress autoimmune responses to self-antigens. Recent studies, including one in this issue of Cell (Wu et al., 2006), suggest that the ability of T cells to choose between launching a productive immune response, functional inactivation, or developing into regulatory T cells depends upon the interplay of the key transcriptional regulators FOXP3 and NFAT.;cells,interplay,nfat,wu,2006;S0092867406008956;0
232;Sirtuins in Aging and Age-Related Disease;https://api.elsevier.com/content/article/pii/[S0092867406008920];Sirtuins have been the focus of intense scrutiny since the discovery of Sir2 as a yeast longevity factor. Functioning as either deacetylases or ADP ribosylases, Sirtuins are regulated by the cofactor NAD and thus may serve as sensors of the metabolic state of the cell and organism. Here we examine the roles of Sirtuins in diverse eukaryotic species, with special emphasis on their links to aging and age-related diseases including cancer, diabetes, and neurodegenerative disorders.;sirtuins,aging,deacetylases,cofactor nad,sir2;S0092867406008920;1
233;Comparative Oncogenomics Identifies NEDD9 as a Melanoma Metastasis Gene;https://api.elsevier.com/content/article/pii/[S0092867406007185];Genomes of human cancer cells are characterized by numerous chromosomal aberrations of uncertain pathogenetic significance. Here, in an inducible mouse model of melanoma, we characterized metastatic variants with an acquired focal chromosomal amplification that corresponds to a much larger amplification in human metastatic melanomas. Further analyses identified Nedd9, an adaptor protein related to p130CAS, as the only gene within the minimal common region that exhibited amplification-associated overexpression. A series of functional, biochemical, and clinical studies established NEDD9 as a bona fide melanoma metastasis gene. NEDD9 enhanced invasion in vitro and metastasis in vivo of both normal and transformed melanocytes, functionally interacted with focal adhesion kinase and modulated focal contact formation, and exhibited frequent robust overexpression in human metastatic melanoma relative to primary melanoma. Thus, comparative oncogenomics has enabled the identification and facilitated the validation of a highly relevant cancer gene governing metastatic potential in human melanoma.;melanoma,amplification,nedd9,focal,gene;S0092867406007185;1
234;A Genetic Screen Implicates miRNA-372 and miRNA-373 As Oncogenes in Testicular Germ Cell Tumors;https://api.elsevier.com/content/article/pii/[S0092867406002911];Endogenous small RNAs (miRNAs) regulate gene expression by mechanisms conserved across metazoans. While the number of verified human miRNAs is still expanding, only few have been functionally annotated. To perform genetic screens for novel functions of miRNAs, we developed a library of vectors expressing the majority of cloned human miRNAs and created corresponding DNA barcode arrays. In a screen for miRNAs that cooperate with oncogenes in cellular transformation, we identified miR-372 and miR-373, each permitting proliferation and tumorigenesis of primary human cells that harbor both oncogenic RAS and active wild-type p53. These miRNAs neutralize p53-mediated CDK inhibition, possibly through direct inhibition of the expression of the tumor-suppressor LATS2. We provide evidence that these miRNAs are potential novel oncogenes participating in the development of human testicular germ cell tumors by numbing the p53 pathway, thus allowing tumorigenic growth in the presence of wild-type p53.;mirnas,oncogenes,wild type p53,germ cell tumors,expression;S0092867406002911;0
235;Pten, Tumorigenesis, and Stem Cell Self-Renewal;https://api.elsevier.com/content/article/pii/[S009286740600448X];Self-renewal pathways crucial for maintaining stem cells are deregulated in cancer, raising the spectre that cancer therapies targeting such pathways might also ablate normal stem cells. As Yilmaz et al. (2006) report in a recent Nature paper, this may not be the case for the tumor suppressor protein Pten, which drives the self-renewal of normal hematopoietic stem cells and the formation of leukemia cells through different mechanisms.;stem cells,renewal pathways crucial,yilmaz,2006,ablate;S009286740600448X;0
236;A Mammalian Organelle Map by Protein Correlation Profiling;https://api.elsevier.com/content/article/pii/[S0092867406003692];Protein localization to membrane-enclosed organelles is a central feature of cellular organization. Using protein correlation profiling, we have mapped 1,404 proteins to ten subcellular locations in mouse liver, and these correspond with enzymatic assays, marker protein profiles, and confocal microscopy. These localizations allowed assessment of the specificity in published organellar proteomic inventories and demonstrate multiple locations for 39% of all organellar proteins. Integration of proteomic and genomic data enabled us to identify networks of coexpressed genes, cis-regulatory motifs, and putative transcriptional regulators involved in organelle biogenesis. Our analysis ties biochemistry, cell biology, and genomics into a common framework for organelle analysis.;protein,organelle,organellar proteomic inventories,published organellar proteomic,39;S0092867406003692;1
237;Pathogen Recognition and Innate Immunity;https://api.elsevier.com/content/article/pii/[S0092867406001905];Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs, including Toll-like receptors and cytoplasmic receptors, recognize distinct microbial components and directly activate immune cells. Exposure of immune cells to the ligands of these receptors activates intracellular signaling cascades that rapidly induce the expression of a variety of overlapping and unique genes involved in the inflammatory and immune responses. New insights into innate immunity are changing the way we think about pathogenesis and the treatment of infectious diseases, allergy, and autoimmunity.;immune,receptors,prrs,insights,allergy;S0092867406001905;0
238;Circadian Regulator CLOCK Is a Histone Acetyltransferase;https://api.elsevier.com/content/article/pii/[S0092867406004442];The molecular machinery that governs circadian rhythmicity comprises proteins whose interplay generates time-specific transcription of clock genes. The role of chromatin remodeling in a physiological setting such as the circadian clock is yet unclear. We show that the protein CLOCK, a central component of the circadian pacemaker, has histone acetyltransferase (HAT) activity. CLOCK shares homology with acetyl-coenzyme A binding motifs within the MYST family of HATs. CLOCK displays high sequence similarity to ACTR, a member of SRC family of HATs, with which it shares also enzymatic specificity for histones H3 and H4. BMAL1, the heterodimerization partner of CLOCK, enhances HAT function. The HAT activity of CLOCK is essential to rescue circadian rhythmicity and activation of clock genes in Clock mutant cells. Identification of CLOCK as a novel type of DNA binding HAT reveals that chromatin remodeling is crucial for the core clock mechanism and identifies unforeseen links between histone acetylation and cellular physiology.;clock,hat,histone,chromatin remodeling,acetyl coenzyme;S0092867406004442;1
239;Global Survey of Organ and Organelle Protein Expression in Mouse: Combined Proteomic and Transcriptomic Profiling;https://api.elsevier.com/content/article/pii/[S0092867406003060];Organs and organelles represent core biological systems in mammals, but the diversity in protein composition remains unclear. Here, we combine subcellular fractionation with exhaustive tandem mass spectrometry-based shotgun sequencing to examine the protein content of four major organellar compartments (cytosol, membranes [microsomes], mitochondria, and nuclei) in six organs (brain, heart, kidney, liver, lung, and placenta) of the laboratory mouse, Mus musculus. Using rigorous statistical filtering and machine-learning methods, the subcellular localization of 3274 of the 4768 proteins identified was determined with high confidence, including 1503 previously uncharacterized factors, while tissue selectivity was evaluated by comparison to previously reported mRNA expression patterns. This molecular compendium, fully accessible via a searchable web-browser interface, serves as a reliable reference of the expressed tissue and organelle proteomes of a leading model mammal.;protein,organelle proteomes,expressed tissue,searchable web browser,cytosol;S0092867406003060;1
240;Histone Lysine Demethylases and Their Impact on Epigenetics;https://api.elsevier.com/content/article/pii/[S0092867406004351];Methylation marks on the lysine residues of histone proteins are thought to contribute to epigenetic phenomena in part because of their apparent irreversibility. Will this view change with the recent discovery of histone lysine demethylases that reversibly remove methyl marks?;histone lysine demethylases,histone proteins,lysine residues,epigenetic phenomena,remove methyl marks;S0092867406004351;1
241;Tangential Neuronal Migration Controls Axon Guidance: A Role for Neuregulin-1 in Thalamocortical Axon Navigation;https://api.elsevier.com/content/article/pii/[S0092867406002935];Neuronal migration and axon guidance constitute fundamental processes in brain development that are generally studied independently. Although both share common mechanisms of cell biology and biochemistry, little is known about their coordinated integration in the formation of neural circuits. Here we show that the development of the thalamocortical projection, one of the most prominent tracts in the mammalian brain, depends on the early tangential migration of a population of neurons derived from the ventral telencephalon. This tangential migration contributes to the establishment of a permissive corridor that is essential for thalamocortical axon pathfinding. Our results also demonstrate that in this process two different products of the Neuregulin-1 gene, CRD-NRG1 and Ig-NRG1, mediate the guidance of thalamocortical axons. These results show that neuronal tangential migration constitutes a novel mechanism to control the timely arrangement of guidance cues required for axonal tract formation in the mammalian brain.;tangential migration,neuronal,mammalian brain,guidance,ig nrg1;S0092867406002935;1
242;TOR Signaling in Growth and Metabolism;https://api.elsevier.com/content/article/pii/[S0092867406001085];The target of rapamycin (TOR) is a conserved Ser/Thr kinase that regulates cell growth and metabolism in response to environmental cues. Here, highlighting contributions from studies in model organisms, we review mammalian TOR complexes and the signaling branches they mediate. TOR is part of two distinct multiprotein complexes, TOR complex 1 (TORC1), which is sensitive to rapamycin, and TORC2, which is not. The physiological consequences of mammalian TORC1 dysregulation suggest that inhibitors of mammalian TOR may be useful in the treatment of cancer, cardiovascular disease, autoimmunity, and metabolic disorders.;tor,rapamycin,metabolic disorders,torc2,autoimmunity;S0092867406001085;1
243;Control of Developmental Regulators by Polycomb in Human Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867406003849];Polycomb group proteins are essential for early development in metazoans, but their contributions to human development are not well understood. We have mapped the Polycomb Repressive Complex 2 (PRC2) subunit SUZ12 across the entire nonrepeat portion of the genome in human embryonic stem (ES) cells. We found that SUZ12 is distributed across large portions of over two hundred genes encoding key developmental regulators. These genes are occupied by nucleosomes trimethylated at histone H3K27, are transcriptionally repressed, and contain some of the most highly conserved noncoding elements in the genome. We found that PRC2 target genes are preferentially activated during ES cell differentiation and that the ES cell regulators OCT4, SOX2, and NANOG cooccupy a significant subset of these genes. These results indicate that PRC2 occupies a special set of developmental genes in ES cells that must be repressed to maintain pluripotency and that are poised for activation during ES cell differentiation.;genes,repressed,prc2,genome,subunit suz12;S0092867406003849;1
244;KIF4 Motor Regulates Activity-Dependent Neuronal Survival by Suppressing PARP-1 Enzymatic Activity;https://api.elsevier.com/content/article/pii/[S0092867406003734];In brain development, apoptosis is a physiological process that controls the final numbers of neurons. Here, we report that the activity-dependent prevention of apoptosis in juvenile neurons is regulated by kinesin superfamily protein 4 (KIF4), a microtubule-based molecular motor. The C-terminal domain of KIF4 is a module that suppresses the activity of poly (ADP-ribose) polymerase-1 (PARP-1), a nuclear enzyme known to maintain cell homeostasis by repairing DNA and serving as a transcriptional regulator. When neurons are stimulated by membrane depolarization, calcium signaling mediated by CaMKII induces dissociation of KIF4 from PARP-1, resulting in upregulation of PARP-1 activity, which supports neuron survival. After dissociation from PARP-1, KIF4 enters into the cytoplasm from the nucleus and moves to the distal part of neurites in a microtubule-dependent manner. We suggested that KIF4 controls the activity-dependent survival of postmitotic neurons by regulating PARP-1 activity in brain development.;parp 1,kif4,neurons,apoptosis,activity;S0092867406003734;1
245;A Global Map of p53 Transcription-Factor Binding Sites in the Human Genome;https://api.elsevier.com/content/article/pii/[S0092867405013991];The ability to derive a whole-genome map of transcription-factor binding sites (TFBS) is crucial for elucidating gene regulatory networks. Herein, we describe a robust approach that couples chromatin immunoprecipitation (ChIP) with the paired-end ditag (PET) sequencing strategy for unbiased and precise global localization of TFBS. We have applied this strategy to map p53 targets in the human genome. From a saturated sampling of over half a million PET sequences, we characterized 65,572 unique p53 ChIP DNA fragments and established overlapping PET clusters as a readout to define p53 binding loci with remarkable specificity. Based on this information, we refined the consensus p53 binding motif, identified at least 542 binding loci with high confidence, discovered 98 previously unidentified p53 target genes that were implicated in novel aspects of p53 functions, and showed their clinical relevance to p53-dependent tumorigenesis in primary cancer samples.;p53,pet,tfbs,genome map,sequencing strategy;S0092867405013991;1
246;TOR Signaling in Growth and Metabolism;https://api.elsevier.com/content/article/pii/[S0092867406001085];The target of rapamycin (TOR) is a conserved Ser/Thr kinase that regulates cell growth and metabolism in response to environmental cues. Here, highlighting contributions from studies in model organisms, we review mammalian TOR complexes and the signaling branches they mediate. TOR is part of two distinct multiprotein complexes, TOR complex 1 (TORC1), which is sensitive to rapamycin, and TORC2, which is not. The physiological consequences of mammalian TORC1 dysregulation suggest that inhibitors of mammalian TOR may be useful in the treatment of cancer, cardiovascular disease, autoimmunity, and metabolic disorders.;tor,rapamycin,metabolic disorders,torc2,autoimmunity;S0092867406001085;1
247;VEGF-Induced Adult Neovascularization: Recruitment, Retention, and Role of Accessory Cells;https://api.elsevier.com/content/article/pii/[S0092867405012742];Adult neovascularization relies on the recruitment of circulating cells, but their angiogenic roles and recruitment mechanisms are unclear. We show that the endothelial growth factor VEGF is sufficient for organ homing of circulating mononuclear myeloid cells and is required for their perivascular positioning and retention. Recruited bone marrow-derived circulating cells (RBCCs) summoned by VEGF serve a function distinct from endothelial progenitor cells. Retention of RBCCs in close proximity to angiogenic vessels is mediated by SDF1, a chemokine induced by VEGF in activated perivascular myofibroblasts. RBCCs enhance in situ proliferation of endothelial cells via secreting proangiogenic activities distinct from locally induced activities. Precluding RBCCs strongly attenuated the proangiogenic response to VEGF and addition of purified RBCCs enhanced angiogenesis in excision wounds. Together, the data suggest a model for VEGF-programmed adult neovascularization highlighting the essential paracrine role of recruited myeloid cells and a role for SDF1 in their perivascular retention.;rbccs,vegf,cells,recruitment,perivascular;S0092867405012742;1
248;Synaptic Protein Synthesis Associated with Memory Is Regulated by the RISC Pathway in Drosophila;https://api.elsevier.com/content/article/pii/[S0092867405014042];Long-lasting forms of memory require protein synthesis, but how the pattern of synthesis is related to the storage of a memory has not been determined. Here we show that neural activity directs the mRNA of the Drosophila Ca2+, Calcium/Calmodulin-dependent Kinase II (CaMKII), to postsynaptic sites, where it is rapidly translated. These features of CaMKII synthesis are recapitulated during the induction of a long-term memory and produce patterns of local protein synthesis specific to the memory. We show that mRNA transport and synaptic protein synthesis are regulated by components of the RISC pathway, including the SDE3 helicase Armitage, which is specifically required for long-lasting memory. Armitage is localized to synapses and lost in a memory-specific pattern that is inversely related to the pattern of synaptic protein synthesis. Therefore, we propose that degradative control of the RISC pathway underlies the pattern of synaptic protein synthesis associated with a stable memory.;memory,pattern,risc pathway,specific,sde3 helicase armitage;S0092867405014042;0
249;Pathogen Recognition and Innate Immunity;https://api.elsevier.com/content/article/pii/[S0092867406001905];Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs, including Toll-like receptors and cytoplasmic receptors, recognize distinct microbial components and directly activate immune cells. Exposure of immune cells to the ligands of these receptors activates intracellular signaling cascades that rapidly induce the expression of a variety of overlapping and unique genes involved in the inflammatory and immune responses. New insights into innate immunity are changing the way we think about pathogenesis and the treatment of infectious diseases, allergy, and autoimmunity.;immune,receptors,prrs,insights,allergy;S0092867406001905;0
250;Macrophages: Obligate Partners for Tumor Cell Migration, Invasion, and Metastasis;https://api.elsevier.com/content/article/pii/[S0092867406000559];Macrophages within the tumor microenvironment facilitate angiogenesis and extracellular-matrix breakdown and remodeling and promote tumor cell motility. Recent studies reveal that direct communication between macrophages and tumor cells leads to invasion and egress of tumor cells into the blood vessels (intravasation). Thus, macrophages are at the center of the invasion microenvironment and are an important drug target for cancer therapy.;tumor cells,macrophages,invasion microenvironment,microenvironment facilitate angiogenesis,egress;S0092867406000559;0
251;Macrophage/Cancer Cell Interactions Mediate Hormone Resistance by a Nuclear Receptor Derepression Pathway;https://api.elsevier.com/content/article/pii/[S0092867406000067];Defining the precise molecular strategies that coordinate patterns of transcriptional responses to specific signals is central for understanding normal development and homeostasis as well as the pathogenesis of hormone-dependent cancers. Here we report specific prostate cancer cell/macrophage interactions that mediate a switch in function of selective androgen receptor antagonists/modulators (SARMs) from repression to activation in vivo. This is based on an evolutionarily conserved receptor N-terminal L/HX7LL motif, selectively present in sex steroid receptors, that causes recruitment of TAB2 as a component of an N-CoR corepressor complex. TAB2 acts as a sensor for inflammatory signals by serving as a molecular beacon for recruitment of MEKK1, which in turn mediates dismissal of the N-CoR/HDAC complex and permits derepression of androgen and estrogen receptor target genes. Surprisingly, this conserved sensor strategy may have arisen to mediate reversal of sex steroid-dependent repression of a limited cohort of target genes in response to inflammatory signals, linking inflammatory and nuclear receptor ligand responses to essential reproductive functions.;receptor,mediate,inflammatory signals,recruitment,steroid dependent repression;S0092867406000067;1
252;Transcription Factor Target Practice;https://api.elsevier.com/content/article/pii/[S0092867405014674];In this issue of Cell, Hallikas et al. (2006) and Wei et al. (2006) describe different ways of identifying direct targets of transcription factors and their corresponding regulatory sequences in the genome. Although still under development, these studies provide an efficient way to decipher regulatory networks.;2006,al,hallikas,genome,regulatory sequences;S0092867405014674;0
253;Core Transcriptional Regulatory Circuitry in Human Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867405008251];The transcription factors OCT4, SOX2, and NANOG have essential roles in early development and are required for the propagation of undifferentiated embryonic stem (ES) cells in culture. To gain insights into transcriptional regulation of human ES cells, we have identified OCT4, SOX2, and NANOG target genes using genome-scale location analysis. We found, surprisingly, that OCT4, SOX2, and NANOG co-occupy a substantial portion of their target genes. These target genes frequently encode transcription factors, many of which are developmentally important homeodomain proteins. Our data also indicate that OCT4, SOX2, and NANOG collaborate to form regulatory circuitry consisting of autoregulatory and feedforward loops. These results provide new insights into the transcriptional regulation of stem cells and reveal how OCT4, SOX2, and NANOG contribute to pluripotency and self-renewal.;nanog,oct4,sox2,cells,transcriptional regulation;S0092867405008251;0
254;Innate Immunity Gone Awry: Linking Microbial Infections to Chronic Inflammation and Cancer;https://api.elsevier.com/content/article/pii/[S0092867406001917];Clinical and epidemiologic studies have suggested an association between infectious agents and chronic inflammatory disorders and cancer. Better understanding of microbial pattern-recognition receptors and innate immune signaling pathways of the host is helping to elucidate the connection between microbial infection and chronic disease. We propose that a key aspect of pathogenesis is an aberrant epithelial barrier that can be instigated by microbial toxins, environmental insults, or the genetic predisposition of the host. Loss of epithelial integrity results in activation of resident inflammatory cells by microbial invaders or endogenous ligands. When coupled with a failure of normal control mechanisms that limit leukocyte activation, a cascade is established that induces chronic inflammation and its consequences. Here, we outline this mechanistic framework and briefly review how alteration of innate immune response genes in murine models can provide insights into the potential microbial origins of diverse conditions including Crohn's disease, psoriasis, atherosclerosis, diabetes, and liver cancer.;microbial,chronic,liver cancer,innate immune signaling,innate immune response;S0092867406001917;0
255;Core Transcriptional Regulatory Circuitry in Human Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867405008251];The transcription factors OCT4, SOX2, and NANOG have essential roles in early development and are required for the propagation of undifferentiated embryonic stem (ES) cells in culture. To gain insights into transcriptional regulation of human ES cells, we have identified OCT4, SOX2, and NANOG target genes using genome-scale location analysis. We found, surprisingly, that OCT4, SOX2, and NANOG co-occupy a substantial portion of their target genes. These target genes frequently encode transcription factors, many of which are developmentally important homeodomain proteins. Our data also indicate that OCT4, SOX2, and NANOG collaborate to form regulatory circuitry consisting of autoregulatory and feedforward loops. These results provide new insights into the transcriptional regulation of stem cells and reveal how OCT4, SOX2, and NANOG contribute to pluripotency and self-renewal.;nanog,oct4,sox2,cells,transcriptional regulation;S0092867405008251;0
256;stathmin, a Gene Enriched in the Amygdala, Controls Both Learned and Innate Fear;https://api.elsevier.com/content/article/pii/[S0092867405008755];Little is known about the molecular mechanisms of learned and innate fear. We have identified stathmin, an inhibitor of microtubule formation, as highly expressed in the lateral nucleus (LA) of the amygdala as well as in the thalamic and cortical structures that send information to the LA about the conditioned (learned fear) and unconditioned stimuli (innate fear). Whole-cell recordings from amygdala slices that are isolated from stathmin knockout mice show deficits in spike-timing-dependent long-term potentiation (LTP). The knockout mice also exhibit decreased memory in amygdala-dependent fear conditioning and fail to recognize danger in innately aversive environments. By contrast, these mice do not show deficits in the water maze, a spatial task dependent on the hippocampus, where stathmin is not normally expressed. We therefore conclude that stathmin is required for the induction of LTP in afferent inputs to the amygdala and is essential in regulating both innate and learned fear.;stathmin,amygdala,fear,ltp,dependent;S0092867405008755;0
257;A Human Protein-Protein Interaction Network: A Resource for Annotating the Proteome;https://api.elsevier.com/content/article/pii/[S0092867405008664];Protein-protein interaction maps provide a valuable framework for a better understanding of the functional organization of the proteome. To detect interacting pairs of human proteins systematically, a protein matrix of 4456 baits and 5632 preys was screened by automated yeast two-hybrid (Y2H) interaction mating. We identified 3186 mostly novel interactions among 1705 proteins, resulting in a large, highly connected network. Independent pull-down and coimmunoprecipitation assays validated the overall quality of the Y2H interactions. Using topological and GO criteria, a scoring system was developed to define 911 high-confidence interactions among 401 proteins. Furthermore, the network was searched for interactions linking uncharacterized gene products and human disease proteins to regulatory cellular pathways. Two novel Axin-1 interactions were validated experimentally, characterizing ANP32A and CRMP1 as modulators of Wnt signaling. Systematic human protein interaction screens can lead to a more comprehensive understanding of protein function and cellular processes.;interactions,protein,validated experimentally,topological,crmp1;S0092867405008664;1
258;A Modular Design for the Clathrin- and Actin-Mediated Endocytosis Machinery;https://api.elsevier.com/content/article/pii/[S0092867405009785];Endocytosis depends on an extensive network of interacting proteins that execute a series of distinct subprocesses. Previously, we used live-cell imaging of six budding-yeast proteins to define a pathway for association of receptors, adaptors, and actin during endocytic internalization. Here, we analyzed the effects of 61 deletion mutants on the dynamics of this pathway, revealing functions for 15 proteins, and we analyzed the dynamics of 8 of these proteins. Our studies provide evidence for four protein modules that cooperate to drive coat formation, membrane invagination, actin-meshwork assembly, and vesicle scission during clathrin/actin-mediated endocytosis. We found that clathrin facilitates the initiation of endocytic-site assembly but is not needed for membrane invagination or vesicle formation. Finally, we present evidence that the actin-meshwork assembly that drives membrane invagination is nucleated proximally to the plasma membrane, opposite to the orientation observed for previously studied actin-assembly-driven motility processes.;actin,proteins,membrane invagination,pathway,analyzed;S0092867405009785;1
259;Bcl-2 Antiapoptotic Proteins Inhibit Beclin 1-Dependent Autophagy;https://api.elsevier.com/content/article/pii/[S0092867405006926];Apoptosis and autophagy are both tightly regulated biological processes that play a central role in tissue homeostasis, development, and disease. The anti-apoptotic protein, Bcl-2, interacts with the evolutionarily conserved autophagy protein, Beclin 1. However, little is known about the functional significance of this interaction. Here, we show that wild-type Bcl-2 antiapoptotic proteins, but not Beclin 1 binding defective mutants of Bcl-2, inhibit Beclin 1-dependent autophagy in yeast and mammalian cells and that cardiac Bcl-2 transgenic expression inhibits autophagy in mouse heart muscle. Furthermore, Beclin 1 mutants that cannot bind to Bcl-2 induce more autophagy than wild-type Beclin 1 and, unlike wild-type Beclin 1, promote cell death. Thus, Bcl-2 not only functions as an antiapoptotic protein, but also as an antiautophagy protein via its inhibitory interaction with Beclin 1. This antiautophagy function of Bcl-2 may help maintain autophagy at levels that are compatible with cell survival, rather than cell death.;beclin 1,bcl 2,autophagy,protein,interaction;S0092867405006926;1
260;Human RISC Couples MicroRNA Biogenesis and Posttranscriptional Gene Silencing;https://api.elsevier.com/content/article/pii/[S0092867405011098];RNA interference is implemented through the action of the RNA-induced silencing complex (RISC). Although Argonaute2 has been identified as the catalytic center of RISC, the RISC polypeptide composition and assembly using short interfering RNA (siRNA) duplexes has remained elusive. Here we show that RISC is composed of Dicer, the double-stranded RNA binding protein TRBP, and Argonaute2. We demonstrate that this complex can cleave target RNA using precursor microRNA (pre-miRNA) hairpin as the source of siRNA. Although RISC can also utilize duplex siRNA, it displays a nearly 10-fold greater activity using the pre-miRNA Dicer substrate. RISC distinguishes the guide strand of the siRNA from the passenger strand and specifically incorporates the guide strand. Importantly, ATP is not required for miRNA processing, RISC assembly, or multiple rounds of target-RNA cleavage. These results define the composition of RISC and demonstrate that miRNA processing and target-RNA cleavage are coupled.;risc,rna,sirna,argonaute2,mirna processing;S0092867405011098;0
261;miRNAs, Cancer, and Stem Cell Division;https://api.elsevier.com/content/article/pii/[S0092867405006550];MicroRNAs (miRNAs) are known to regulate the expression of genes involved in the control of development, proliferation, apoptosis, and the stress response. As a cluster of recent Nature papers now show, altered expression of specific miRNA genes contributes to the initiation and progression of cancer.;specific mirna genes,mirna genes contributes,apoptosis,micrornas,proliferation;S0092867405006550;1
262;Silence from within: Endogenous siRNAs and miRNAs;https://api.elsevier.com/content/article/pii/[S0092867405006495];Although eukaryotic cells use RNA silencing to defend against transposons and pathogens, they also employ these pathways to regulate the expression of their own genes. Recent results have uncovered new examples of RNA silencing in controlling endogenous gene expression and have revealed novel mechanisms of downregulation. Bioinformatic analyses indicate that target genes in vertebrate species may number in the thousands.;genes,rna silencing,transposons,pathways,downregulation bioinformatic analyses;S0092867405006495;0
263;Oocyte Generation in Adult Mammalian Ovaries by Putative Germ Cells in Bone Marrow and Peripheral Blood;https://api.elsevier.com/content/article/pii/[S0092867405006501];It has been suggested that germline stem cells maintain oogenesis in postnatal mouse ovaries. Here we show that adult mouse ovaries rapidly generate hundreds of oocytes, despite a small premeiotic germ cell pool. In considering the possibility of an extragonadal source of germ cells, we show expression of germline markers in bone marrow (BM). Further, BM transplantation restores oocyte production in wild-type mice sterilized by chemotherapy, as well as in ataxia telangiectasia-mutated gene-deficient mice, which are otherwise incapable of making oocytes. Donor-derived oocytes are also observed in female mice following peripheral blood transplantation. Although the fertilizability and developmental competency of the BM and peripheral blood-derived oocytes remain to be established, their morphology, enclosure within follicles, and expression of germ-cell- and oocyte-specific markers collectively support that these cells are bona fide oocytes. These results identify BM as a potential source of germ cells that could sustain oocyte production in adulthood.;oocytes,germ cell,bm,mice,germline markers;S0092867405006501;0
264;Stem Cell Function, Self-Renewal, and Behavioral Heterogeneity of Cells from the Adult Muscle Satellite Cell Niche;https://api.elsevier.com/content/article/pii/[S0092867405004551];Satellite cells are situated beneath the basal lamina that surrounds each myofiber and function as myogenic precursors for muscle growth and repair. The source of satellite cell renewal is controversial and has been suggested to be a separate circulating or interstitial stem cell population. Here, we transplant single intact myofibers into radiation-ablated muscles and demonstrate that satellite cells are self-sufficient as a source of regeneration. As few as seven satellite cells associated with one transplanted myofiber can generate over 100 new myofibers containing thousands of myonuclei. Moreover, the transplanted satellite cells vigorously self-renew, expanding in number and repopulating the host muscle with new satellite cells. Following experimental injury, these cells proliferate extensively and regenerate large compact clusters of myofibers. Thus, within a normally stable tissue, the satellite cell exhibits archetypal stem cell properties and is competent to form the basal origin of adult muscle regeneration.;satellite cells,myofibers,muscle,transplanted,regeneration;S0092867405004551;0
265;Life, Death, and Ubiquitin: Taming the Mule;https://api.elsevier.com/content/article/pii/[S009286740500601X];Ubiquitin-mediated protein degradation is an efficient way for the cell to get rid of unwanted proteins. A key player in this process is the E3 ubiquitin ligase. In this issue of Cell, Chen et al. (2005) and Zhong et al. (2005) describe a new E3 ligase, ARF-BP1/Mule, which targets two very different substrates, p53 and Mcl-1, with completely different cellular outcomes.;e3 ubiquitin ligase,e3 ligase,2005,cell,ubiquitin mediated protein;S009286740500601X;1
266;Retrospective Birth Dating of Cells in Humans;https://api.elsevier.com/content/article/pii/[S0092867405004083];The generation of cells in the human body has been difficult to study, and our understanding of cell turnover is limited. Testing of nuclear weapons resulted in a dramatic global increase in the levels of the isotope 14C in the atmosphere, followed by an exponential decrease after 1963. We show that the level of 14C in genomic DNA closely parallels atmospheric levels and can be used to establish the time point when the DNA was synthesized and cells were born. We use this strategy to determine the age of cells in the cortex of the adult human brain and show that whereas nonneuronal cells are exchanged, occipital neurons are as old as the individual, supporting the view that postnatal neurogenesis does not take place in this region. Retrospective birth dating is a generally applicable strategy that can be used to measure cell turnover in man under physiological and pathological conditions.;cells,isotope 14c,adult human brain,occipital neurons,synthesized;S0092867405004083;0
267;Mule/ARF-BP1, a BH3-Only E3 Ubiquitin Ligase, Catalyzes the Polyubiquitination of Mcl-1 and Regulates Apoptosis;https://api.elsevier.com/content/article/pii/[S0092867405005568];The elimination of Mcl-1, an anti-apoptotic Bcl-2 family member, is an early and required step for DNA damage-induced apoptosis. The degradation of Mcl-1 can be blocked by proteasome inhibitors, suggesting a role for the ubiquitin proteasome pathway in apoptosis. Here, we demonstrate that Mcl-1 is ubiquinated at five lysines. Biochemical fractionation of cell extracts allowed us to identify a 482 kDa HECT-domain-containing ubiquitin ligase named Mule (Mcl-1 ubiquitin ligase E3) that is both required and sufficient for the polyubiquitination of Mcl-1. Mule also contains a region similar to the Bcl-2 homology region 3 (BH3) domain that allows Mule to specifically interact with Mcl-1. Elimination of Mule expression by RNA interference stabilizes Mcl-1 protein, resulting in an attenuation of the apoptosis induced by DNA-damage agents. Thus, Mule is a unique BH3-containing E3 ubiquitin ligase apical to Bcl-2 family proteins during DNA damage-induced apoptosis.;mcl 1,mule,ubiquitin ligase,damage induced apoptosis,bcl 2 family;S0092867405005568;0
