id;title;link;pii;abstract
558;Knocking down Disease with siRNAs;https://api.elsevier.com/content/article/pii/[S0092867406009007];S0092867406009007;Knocking down expression of disease-related genes using small interfering RNAs (siRNAs) has potential for treating a variety of illnesses. This Essay will examine the opportunities for harnessing RNA interference (RNAi) for therapy, as well as the obstacles and possible ways to circumvent them.
559;Alternative Splicing: New Insights from Global Analyses;https://api.elsevier.com/content/article/pii/[S0092867406008178];S0092867406008178;Recent analyses of sequence and microarray data have suggested that alternative splicing plays a major role in the generation of proteomic and functional diversity in metazoan organisms. Efforts are now being directed at establishing the full repertoire of functionally relevant transcript variants generated by alternative splicing, the specific roles of such variants in normal and disease physiology, and how alternative splicing is coordinated on a global level to achieve cell- and tissue-specific functions. Recent progress in these areas is summarized in this review.
560;p53 and Metabolism: Inside the TIGAR;https://api.elsevier.com/content/article/pii/[S0092867406008257];S0092867406008257;The p53 tumor suppressor pathway coordinates DNA repair, cell-cycle arrest, apoptosis, and senescence to preserve genomic stability and prevent tumor formation. The discovery of three new target genes for p53 reveals unexpected functions for this tumor suppressor in the regulation of glucose metabolism and autophagy.
561;A CK2-Dependent Mechanism for Degradation of the PML Tumor Suppressor;https://api.elsevier.com/content/article/pii/[S0092867406008142];S0092867406008142;SummaryThe PML tumor suppressor controls key pathways for growth suppression, induction of apoptosis, and cellular senescence. PML loss occurs frequently in human tumors through unknown posttranslational mechanisms. Casein kinase 2 (CK2) is oncogenic and frequently upregulated in human tumors. Here we show that CK2 regulates PML protein levels by promoting its ubiquitin-mediated degradation dependent on direct phosphorylation at Ser517. Consequently, PML mutants that are resistant to CK2 phosphorylation display increased tumor-suppressive functions. In a faithful mouse model of lung cancer, we demonstrate that Pml inactivation leads to increased tumorigenesis. Furthermore, CK2 pharmacological inhibition enhances the PML tumor-suppressive property in vivo. Importantly, we found an inverse correlation between CK2 kinase activity and PML protein levels in human lung cancer-derived cell lines and primary specimens. These data identify a key posttranslational mechanism that controls PML protein levels and provide therapeutic means toward PML restoration through CK2 inhibition.
562;FOXP3 and NFAT: Partners in Tolerance;https://api.elsevier.com/content/article/pii/[S0092867406008956];S0092867406008956;Regulatory T cells suppress autoimmune responses to self-antigens. Recent studies, including one in this issue of Cell (Wu et al., 2006), suggest that the ability of T cells to choose between launching a productive immune response, functional inactivation, or developing into regulatory T cells depends upon the interplay of the key transcriptional regulators FOXP3 and NFAT.
563;Meta-Analysis of Cardiovascular Outcomes Trials Comparing Intensive Versus Moderate Statin Therapy;https://api.elsevier.com/content/article/pii/[S0735109706011752];S0735109706011752;ObjectivesThe purpose of this study was to conduct a meta-analysis that compares the reduction of cardiovascular outcomes with high-dose statin therapy versus standard dosing.BackgroundDebate exists regarding the merit of more intensive lipid lowering with high-dose statin therapy as compared with standard-dose therapy.MethodsWe searched PubMed and article references for randomized controlled trials of intensive versus standard-dose statin therapy enrolling more than 1,000 patients with either stable coronary heart disease or acute coronary syndromes. Four trials were identified: the TNT (Treating to New Targets) and the IDEAL (Incremental Decrease in End Points Through Aggressive Lipid-Lowering) trials involved patients with stable cardiovascular disease, and the PROVE ITâTIMI-22 (Pravastatin or Atorvastatin Evaluation and Infection TherapyâThrombolysis in Myocardial Infarction-22) and A-to-Z (Aggrastat-to-Zocor) trials involved patients with acute coronary syndromes. We carried out a meta-analysis of the relative odds on the basis of a fixed-effects model using the Mantel-Haenszel method for the major outcomes of death and cardiovascular events.ResultsA total of 27,548 patients were enrolled in the 4 large trials. The combined analysis yielded a significant 16% odds reduction in coronary death or myocardial infarction (p &lt, 0.00001), as well as a significant 16% odds reduction of coronary death or any cardiovascular event (p &lt, 0.00001). No difference was observed in total or non-cardiovascular mortality, but a trend toward decreased cardiovascular mortality (odds reduction 12%, p = 0.054) was observed.ConclusionsIntensive lipid lowering with high-dose statin therapy provides a significant benefit over standard-dose therapy for preventing predominantly non-fatal cardiovascular events.
564;Sirtuins in Aging and Age-Related Disease;https://api.elsevier.com/content/article/pii/[S0092867406008920];S0092867406008920;Sirtuins have been the focus of intense scrutiny since the discovery of Sir2 as a yeast longevity factor. Functioning as either deacetylases or ADP ribosylases, Sirtuins are regulated by the cofactor NAD and thus may serve as sensors of the metabolic state of the cell and organism. Here we examine the roles of Sirtuins in diverse eukaryotic species, with special emphasis on their links to aging and age-related diseases including cancer, diabetes, and neurodegenerative disorders.
565;Comparative Oncogenomics Identifies NEDD9 as a Melanoma Metastasis Gene;https://api.elsevier.com/content/article/pii/[S0092867406007185];S0092867406007185;SummaryGenomes of human cancer cells are characterized by numerous chromosomal aberrations of uncertain pathogenetic significance. Here, in an inducible mouse model of melanoma, we characterized metastatic variants with an acquired focal chromosomal amplification that corresponds to a much larger amplification in human metastatic melanomas. Further analyses identified Nedd9, an adaptor protein related to p130CAS, as the only gene within the minimal common region that exhibited amplification-associated overexpression. A series of functional, biochemical, and clinical studies established NEDD9 as a bona fide melanoma metastasis gene. NEDD9 enhanced invasion in vitro and metastasis in vivo of both normal and transformed melanocytes, functionally interacted with focal adhesion kinase and modulated focal contact formation, and exhibited frequent robust overexpression in human metastatic melanoma relative to primary melanoma. Thus, comparative oncogenomics has enabled the identification and facilitated the validation of a highly relevant cancer gene governing metastatic potential in human melanoma.
566;Relief of microRNA-Mediated Translational Repression in Human Cells Subjected to Stress;https://api.elsevier.com/content/article/pii/[S0092867406005800];S0092867406005800;SummaryIn metazoans, most microRNAs imperfectly base-pair with the 3â² untranslated region (3â²UTR) of target mRNAs and prevent protein accumulation by either repressing translation or inducing mRNA degradation. Examples of specific mRNAs undergoing microRNA-mediated repression are numerous, but whether the repression is a reversible process remains largely unknown. Here we show that cationic amino acid transporter 1 (CAT-1) mRNA and reporters bearing its 3â²UTR can be relieved from the microRNA miR-122-induced inhibition in human hepatocarcinoma cells subjected to different stress conditions. The derepression of CAT-1 mRNA is accompanied by its release from cytoplasmic processing bodies and its recruitment to polysomes. The derepression requires binding of HuR, an AU-rich-element binding protein, to the 3â²UTR of CAT-1 mRNA. We propose that proteins interacting with the 3â²UTR will generally act as modifiers altering the potential of miRNAs to repress gene expression.
567;A Genetic Screen Implicates miRNA-372 and miRNA-373 As Oncogenes in Testicular Germ Cell Tumors;https://api.elsevier.com/content/article/pii/[S0092867406002911];S0092867406002911;SummaryEndogenous small RNAs (miRNAs) regulate gene expression by mechanisms conserved across metazoans. While the number of verified human miRNAs is still expanding, only few have been functionally annotated. To perform genetic screens for novel functions of miRNAs, we developed a library of vectors expressing the majority of cloned human miRNAs and created corresponding DNA barcode arrays. In a screen for miRNAs that cooperate with oncogenes in cellular transformation, we identified miR-372 and miR-373, each permitting proliferation and tumorigenesis of primary human cells that harbor both oncogenic RAS and active wild-type p53. These miRNAs neutralize p53-mediated CDK inhibition, possibly through direct inhibition of the expression of the tumor-suppressor LATS2. We provide evidence that these miRNAs are potential novel oncogenes participating in the development of human testicular germ cell tumors by numbing the p53 pathway, thus allowing tumorigenic growth in the presence of wild-type p53.
568;Pten, Tumorigenesis, and Stem Cell Self-Renewal;https://api.elsevier.com/content/article/pii/[S009286740600448X];S009286740600448X;Self-renewal pathways crucial for maintaining stem cells are deregulated in cancer, raising the spectre that cancer therapies targeting such pathways might also ablate normal stem cells. As Yilmaz et al. (2006) report in a recent Nature paper, this may not be the case for the tumor suppressor protein Pten, which drives the self-renewal of normal hematopoietic stem cells and the formation of leukemia cells through different mechanisms.
569;A Pharmacological Map of the PI3-K Family Defines a Role for p110@a in Insulin Signaling;https://api.elsevier.com/content/article/pii/[S0092867406004983];S0092867406004983;SummaryPhosphoinositide 3-kinases (PI3-Ks) are an important emerging class of drug targets, but the unique roles of PI3-K isoforms remain poorly defined. We describe here an approach to pharmacologically interrogate the PI3-K family. A chemically diverse panel of PI3-K inhibitors was synthesized, and their target selectivity was biochemically enumerated, revealing cryptic homologies across targets and chemotypes. Crystal structures of three inhibitors bound to p110Î³ identify a conformationally mobile region that is uniquely exploited by selective compounds. This chemical array was then used to define the PI3-K isoforms required for insulin signaling. We find that p110Î± is the primary insulin-responsive PI3-K in cultured cells, whereas p110Î² is dispensable but sets a phenotypic threshold for p110Î± activity. Compounds targeting p110Î± block the acute effects of insulin treatment in vivo, whereas a p110Î² inhibitor has no effect. These results illustrate systematic target validation using a matrix of inhibitors that span a protein family.
570;A Mammalian Organelle Map by Protein Correlation Profiling;https://api.elsevier.com/content/article/pii/[S0092867406003692];S0092867406003692;SummaryProtein localization to membrane-enclosed organelles is a central feature of cellular organization. Using protein correlation profiling, we have mapped 1,404 proteins to ten subcellular locations in mouse liver, and these correspond with enzymatic assays, marker protein profiles, and confocal microscopy. These localizations allowed assessment of the specificity in published organellar proteomic inventories and demonstrate multiple locations for 39% of all organellar proteins. Integration of proteomic and genomic data enabled us to identify networks of coexpressed genes, cis-regulatory motifs, and putative transcriptional regulators involved in organelle biogenesis. Our analysis ties biochemistry, cell biology, and genomics into a common framework for organelle analysis.
571;Pathogen Recognition and Innate Immunity;https://api.elsevier.com/content/article/pii/[S0092867406001905];S0092867406001905;Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs, including Toll-like receptors and cytoplasmic receptors, recognize distinct microbial components and directly activate immune cells. Exposure of immune cells to the ligands of these receptors activates intracellular signaling cascades that rapidly induce the expression of a variety of overlapping and unique genes involved in the inflammatory and immune responses. New insights into innate immunity are changing the way we think about pathogenesis and the treatment of infectious diseases, allergy, and autoimmunity.
572;Circadian Regulator CLOCK Is a Histone Acetyltransferase;https://api.elsevier.com/content/article/pii/[S0092867406004442];S0092867406004442;SummaryThe molecular machinery that governs circadian rhythmicity comprises proteins whose interplay generates time-specific transcription of clock genes. The role of chromatin remodeling in a physiological setting such as the circadian clock is yet unclear. We show that the protein CLOCK, a central component of the circadian pacemaker, has histone acetyltransferase (HAT) activity. CLOCK shares homology with acetyl-coenzyme A binding motifs within the MYST family of HATs. CLOCK displays high sequence similarity to ACTR, a member of SRC family of HATs, with which it shares also enzymatic specificity for histones H3 and H4. BMAL1, the heterodimerization partner of CLOCK, enhances HAT function. The HAT activity of CLOCK is essential to rescue circadian rhythmicity and activation of clock genes in Clock mutant cells. Identification of CLOCK as a novel type of DNA binding HAT reveals that chromatin remodeling is crucial for the core clock mechanism and identifies unforeseen links between histone acetylation and cellular physiology.
573;Global Survey of Organ and Organelle Protein Expression in Mouse: Combined Proteomic and Transcriptomic Profiling;https://api.elsevier.com/content/article/pii/[S0092867406003060];S0092867406003060;SummaryOrgans and organelles represent core biological systems in mammals, but the diversity in protein composition remains unclear. Here, we combine subcellular fractionation with exhaustive tandem mass spectrometry-based shotgun sequencing to examine the protein content of four major organellar compartments (cytosol, membranes [microsomes], mitochondria, and nuclei) in six organs (brain, heart, kidney, liver, lung, and placenta) of the laboratory mouse, Mus musculus. Using rigorous statistical filtering and machine-learning methods, the subcellular localization of 3274 of the 4768 proteins identified was determined with high confidence, including 1503 previously uncharacterized factors, while tissue selectivity was evaluated by comparison to previously reported mRNA expression patterns. This molecular compendium, fully accessible via a searchable web-browser interface, serves as a reliable reference of the expressed tissue and organelle proteomes of a leading model mammal.
574;An RNA Sensor for Intracellular Mg^2^+;https://api.elsevier.com/content/article/pii/[S0092867406002947];S0092867406002947;SummaryMost RNA molecules require Mg2+ for their structure and enzymatic properties. Here we report the first example of an RNA serving as sensor for cytoplasmic Mg2+. We establish that expression of the Mg2+ transporter MgtA of Salmonella enterica serovar Typhimurium is controlled by its 5â² untranslated region (5â²UTR). We show that the 5â²UTR of the mgtA gene can adopt different stem-loop structures depending on the Mg2+ levels, which determine whether transcription reads through into the mgtA coding region or stops within the 5â²UTR. We could recapitulate the Mg2+-regulated transcription using a defined in vitro transcription system with RNA polymerase as the only protein component. The initiation of mgtA transcription responds to extracytoplasmic Mg2+ and its elongation into the coding region to cytoplasmic Mg2+, providing a singular example in which the same ligand is sensed in different cellular compartments to regulate disparate steps in gene transcription.
575;Tumor invasion in the absence of epithelial-mesenchymal transition: Podoplanin-mediated remodeling of the actin cytoskeleton;https://api.elsevier.com/content/article/pii/[S1535610806000869];S1535610806000869;SummaryThe expression of podoplanin, a small mucin-like protein, is upregulated in the invasive front of a number of human carcinomas. We have investigated podoplanin function in cultured human breast cancer cells, in a mouse model of pancreatic Î² cell carcinogenesis, and in human cancer biopsies. Our results indicate that podoplanin promotes tumor cell invasion in vitro and in vivo. Notably, the expression and subcellular localization of epithelial markers are unaltered, and mesenchymal markers are not induced in invasive podoplanin-expressing tumor cells. Rather, podoplanin induces collective cell migration by filopodia formation via the downregulation of the activities of small Rho family GTPases. In conclusion, podoplanin induces an alternative pathway of tumor cell invasion in the absence of epithelial-mesenchymal transition (EMT).
576;A Lentiviral RNAi Library for Human and Mouse Genes Applied to an Arrayed Viral High-Content Screen;https://api.elsevier.com/content/article/pii/[S0092867406002388];S0092867406002388;SummaryTo enable arrayed or pooled loss-of-function screens in a wide range of mammalian cell types, including primary and nondividing cells, we are developing lentiviral short hairpin RNA (shRNA) libraries targeting the human and murine genomes. The libraries currently contain 104,000 vectors, targeting each of 22,000 human and mouse genes with multiple sequence-verified constructs. To test the utility of the library for arrayed screens, we developed a screen based on high-content imaging to identify genes required for mitotic progression in human cancer cells and applied it to an arrayed set of 5,000 unique shRNA-expressing lentiviruses that target 1,028 human genes. The screen identified several known and â¼100 candidate regulators of mitotic progression and proliferation, the availability of multiple shRNAs targeting the same gene facilitated functional validation of putative hits. This work provides a widely applicable resource for loss-of-function screens, as well as a roadmap for its application to biological discovery.
577;Histone Lysine Demethylases and Their Impact on Epigenetics;https://api.elsevier.com/content/article/pii/[S0092867406004351];S0092867406004351;Methylation marks on the lysine residues of histone proteins are thought to contribute to epigenetic phenomena in part because of their apparent irreversibility. Will this view change with the recent discovery of histone lysine demethylases that reversibly remove methyl marks?
578;Parafibromin/Hyrax Activates Wnt/Wg Target Gene Transcription by Direct Association with @b-catenin/Armadillo;https://api.elsevier.com/content/article/pii/[S0092867406003758];S0092867406003758;SummaryThe Wnt pathway controls cell fates, tissue homeostasis, and cancer. Its activation entails the association of Î²-catenin with nuclear TCF/LEF proteins and results in transcriptional activation of target genes. The mechanism by which nuclear Î²-catenin controls transcription is largely unknown. Here we genetically identify a novel Wnt/Wg pathway component that mediates the transcriptional outputs of Î²-catenin/Armadillo. We show that Drosophila Hyrax and its human ortholog, Parafibromin, components of the Polymerase-Associated Factor 1 (PAF1) complex, are required for nuclear transduction of the Wnt/Wg signal and bind directly to the C-terminal region of Î²-catenin/Armadillo. Moreover, we find that the transactivation potential of Parafibromin/Hyrax depends on the recruitment of Pygopus to Î²-catenin/Armadillo. Our results assign to the tumor suppressor Parafibromin an unexpected role in Wnt signaling and provide a molecular mechanism for Wnt target gene control, in which the nuclear Wnt signaling complex directly engages the PAF1 complex, thereby controlling transcriptional initiation and elongation by RNA Polymerase II.
579;Tangential Neuronal Migration Controls Axon Guidance: A Role for Neuregulin-1 in Thalamocortical Axon Navigation;https://api.elsevier.com/content/article/pii/[S0092867406002935];S0092867406002935;SummaryNeuronal migration and axon guidance constitute fundamental processes in brain development that are generally studied independently. Although both share common mechanisms of cell biology and biochemistry, little is known about their coordinated integration in the formation of neural circuits. Here we show that the development of the thalamocortical projection, one of the most prominent tracts in the mammalian brain, depends on the early tangential migration of a population of neurons derived from the ventral telencephalon. This tangential migration contributes to the establishment of a permissive corridor that is essential for thalamocortical axon pathfinding. Our results also demonstrate that in this process two different products of the Neuregulin-1 gene, CRD-NRG1 and Ig-NRG1, mediate the guidance of thalamocortical axons. These results show that neuronal tangential migration constitutes a novel mechanism to control the timely arrangement of guidance cues required for axonal tract formation in the mammalian brain.
580;JHDM2A, a JmjC-Containing H3K9 Demethylase, Facilitates Transcription Activation by Androgen Receptor;https://api.elsevier.com/content/article/pii/[S0092867406003850];S0092867406003850;SummaryCovalent modification of histones plays an important role in regulating chromatin dynamics and transcription. Histone methylation was thought to be an irreversible modification until recently. Using a biochemical assay coupled with chromatography, we have purified a JmjC domain-containing protein, JHDM2A, which specifically demethylates mono- and dimethyl-H3K9. Similar to JHDM1, JHDM2A-mediated histone demethylation requires cofactors Fe(II) and Î±-ketoglutarate. Mutational studies indicate that a JmjC domain and a zinc finger present in JHDM2A are required for its enzymatic activity. Overexpression of JHDM2A greatly reduced the H3K9 methylation level in vivo. Knockdown of JHDM2A results in an increase in the dimethyl-K9 levels at the promoter region of a subset of genes concomitant with decrease in their expression. Finally, JHDM2A exhibits hormone-dependent recruitment to androgen-receptor target genes, resulting in H3K9 demethylation and transcriptional activation. Thus, our work identifies a histone demethylase and links its function to hormone-dependent transcriptional activation.
581;TOR Signaling in Growth and Metabolism;https://api.elsevier.com/content/article/pii/[S0092867406001085];S0092867406001085;The target of rapamycin (TOR) is a conserved Ser/Thr kinase that regulates cell growth and metabolism in response to environmental cues. Here, highlighting contributions from studies in model organisms, we review mammalian TOR complexes and the signaling branches they mediate. TOR is part of two distinct multiprotein complexes, TOR complex 1 (TORC1), which is sensitive to rapamycin, and TORC2, which is not. The physiological consequences of mammalian TORC1 dysregulation suggest that inhibitors of mammalian TOR may be useful in the treatment of cancer, cardiovascular disease, autoimmunity, and metabolic disorders.
582;Control of Developmental Regulators by Polycomb in Human Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867406003849];S0092867406003849;SummaryPolycomb group proteins are essential for early development in metazoans, but their contributions to human development are not well understood. We have mapped the Polycomb Repressive Complex 2 (PRC2) subunit SUZ12 across the entire nonrepeat portion of the genome in human embryonic stem (ES) cells. We found that SUZ12 is distributed across large portions of over two hundred genes encoding key developmental regulators. These genes are occupied by nucleosomes trimethylated at histone H3K27, are transcriptionally repressed, and contain some of the most highly conserved noncoding elements in the genome. We found that PRC2 target genes are preferentially activated during ES cell differentiation and that the ES cell regulators OCT4, SOX2, and NANOG cooccupy a significant subset of these genes. These results indicate that PRC2 occupies a special set of developmental genes in ES cells that must be repressed to maintain pluripotency and that are poised for activation during ES cell differentiation.
583;KIF4 Motor Regulates Activity-Dependent Neuronal Survival by Suppressing PARP-1 Enzymatic Activity;https://api.elsevier.com/content/article/pii/[S0092867406003734];S0092867406003734;SummaryIn brain development, apoptosis is a physiological process that controls the final numbers of neurons. Here, we report that the activity-dependent prevention of apoptosis in juvenile neurons is regulated by kinesin superfamily protein 4 (KIF4), a microtubule-based molecular motor. The C-terminal domain of KIF4 is a module that suppresses the activity of poly (ADP-ribose) polymerase-1 (PARP-1), a nuclear enzyme known to maintain cell homeostasis by repairing DNA and serving as a transcriptional regulator. When neurons are stimulated by membrane depolarization, calcium signaling mediated by CaMKII induces dissociation of KIF4 from PARP-1, resulting in upregulation of PARP-1 activity, which supports neuron survival. After dissociation from PARP-1, KIF4 enters into the cytoplasm from the nucleus and moves to the distal part of neurites in a microtubule-dependent manner. We suggested that KIF4 controls the activity-dependent survival of postmitotic neurons by regulating PARP-1 activity in brain development.
584;A Global Map of p53 Transcription-Factor Binding Sites in the Human Genome;https://api.elsevier.com/content/article/pii/[S0092867405013991];S0092867405013991;SummaryThe ability to derive a whole-genome map of transcription-factor binding sites (TFBS) is crucial for elucidating gene regulatory networks. Herein, we describe a robust approach that couples chromatin immunoprecipitation (ChIP) with the paired-end ditag (PET) sequencing strategy for unbiased and precise global localization of TFBS. We have applied this strategy to map p53 targets in the human genome. From a saturated sampling of over half a million PET sequences, we characterized 65,572 unique p53 ChIP DNA fragments and established overlapping PET clusters as a readout to define p53 binding loci with remarkable specificity. Based on this information, we refined the consensus p53 binding motif, identified at least 542 binding loci with high confidence, discovered 98 previously unidentified p53 target genes that were implicated in novel aspects of p53 functions, and showed their clinical relevance to p53-dependent tumorigenesis in primary cancer samples.
585;Genome-wide Prediction of Mammalian Enhancers Based on Analysis of Transcription-Factor Binding Affinity;https://api.elsevier.com/content/article/pii/[S0092867405013954];S0092867405013954;SummaryUnderstanding the regulation of human gene expression requires knowledge of the âsecond genetic code,â which consists of the binding specificities of transcription factors (TFs) and the combinatorial code by which TF binding sites are assembled to form tissue-specific enhancer elements. Using a novel high-throughput method, we determined the DNA binding specificities of GLIs 1â3, Tcf4, and c-Ets1, which mediate transcriptional responses to the Hedgehog (Hh), Wnt, and Ras/MAPK signaling pathways. To identify mammalian enhancer elements regulated by these pathways on a genomic scale, we developed a computational tool, enhancer element locator (EEL). We show that EEL can be used to identify Hh and Wnt target genes and to predict activated TFs based on changes in gene expression. Predictions validated in transgenic mouse embryos revealed the presence of multiple tissue-specific enhancers in mouse c-Myc and N-Myc genes, which has implications for organ-specific growth control and tumor-type specificity of oncogenes.
586;TOR Signaling in Growth and Metabolism;https://api.elsevier.com/content/article/pii/[S0092867406001085];S0092867406001085;The target of rapamycin (TOR) is a conserved Ser/Thr kinase that regulates cell growth and metabolism in response to environmental cues. Here, highlighting contributions from studies in model organisms, we review mammalian TOR complexes and the signaling branches they mediate. TOR is part of two distinct multiprotein complexes, TOR complex 1 (TORC1), which is sensitive to rapamycin, and TORC2, which is not. The physiological consequences of mammalian TORC1 dysregulation suggest that inhibitors of mammalian TOR may be useful in the treatment of cancer, cardiovascular disease, autoimmunity, and metabolic disorders.
587;VEGF-Induced Adult Neovascularization: Recruitment, Retention, and Role of Accessory Cells;https://api.elsevier.com/content/article/pii/[S0092867405012742];S0092867405012742;SummaryAdult neovascularization relies on the recruitment of circulating cells, but their angiogenic roles and recruitment mechanisms are unclear. We show that the endothelial growth factor VEGF is sufficient for organ homing of circulating mononuclear myeloid cells and is required for their perivascular positioning and retention. Recruited bone marrow-derived circulating cells (RBCCs) summoned by VEGF serve a function distinct from endothelial progenitor cells. Retention of RBCCs in close proximity to angiogenic vessels is mediated by SDF1, a chemokine induced by VEGF in activated perivascular myofibroblasts. RBCCs enhance in situ proliferation of endothelial cells via secreting proangiogenic activities distinct from locally induced activities. Precluding RBCCs strongly attenuated the proangiogenic response to VEGF and addition of purified RBCCs enhanced angiogenesis in excision wounds. Together, the data suggest a model for VEGF-programmed adult neovascularization highlighting the essential paracrine role of recruited myeloid cells and a role for SDF1 in their perivascular retention.
588;Genomic Instability and Aging-like Phenotype in the Absence of Mammalian SIRT6;https://api.elsevier.com/content/article/pii/[S0092867406000493];S0092867406000493;SummaryThe Sir2 histone deacetylase functions as a chromatin silencer to regulate recombination, genomic stability, and aging in budding yeast. Seven mammalian Sir2 homologs have been identified (SIRT1âSIRT7), and it has been speculated that some may have similar functions to Sir2. Here, we demonstrate that SIRT6 is a nuclear, chromatin-associated protein that promotes resistance to DNA damage and suppresses genomic instability in mouse cells, in association with a role in base excision repair (BER). SIRT6-deficient mice are small and at 2â3 weeks of age develop abnormalities that include profound lymphopenia, loss of subcutaneous fat, lordokyphosis, and severe metabolic defects, eventually dying at about 4 weeks. We conclude that one function of SIRT6 is to promote normal DNA repair, and that SIRT6 loss leads to abnormalities in mice that overlap with aging-associated degenerative processes.
589;Synaptic Protein Synthesis Associated with Memory Is Regulated by the RISC Pathway in Drosophila;https://api.elsevier.com/content/article/pii/[S0092867405014042];S0092867405014042;SummaryLong-lasting forms of memory require protein synthesis, but how the pattern of synthesis is related to the storage of a memory has not been determined. Here we show that neural activity directs the mRNA of the Drosophila Ca2+, Calcium/Calmodulin-dependent Kinase II (CaMKII), to postsynaptic sites, where it is rapidly translated. These features of CaMKII synthesis are recapitulated during the induction of a long-term memory and produce patterns of local protein synthesis specific to the memory. We show that mRNA transport and synaptic protein synthesis are regulated by components of the RISC pathway, including the SDE3 helicase Armitage, which is specifically required for long-lasting memory. Armitage is localized to synapses and lost in a memory-specific pattern that is inversely related to the pattern of synaptic protein synthesis. Therefore, we propose that degradative control of the RISC pathway underlies the pattern of synaptic protein synthesis associated with a stable memory.
590;Pathogen Recognition and Innate Immunity;https://api.elsevier.com/content/article/pii/[S0092867406001905];S0092867406001905;Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs, including Toll-like receptors and cytoplasmic receptors, recognize distinct microbial components and directly activate immune cells. Exposure of immune cells to the ligands of these receptors activates intracellular signaling cascades that rapidly induce the expression of a variety of overlapping and unique genes involved in the inflammatory and immune responses. New insights into innate immunity are changing the way we think about pathogenesis and the treatment of infectious diseases, allergy, and autoimmunity.
591;Macrophages: Obligate Partners for Tumor Cell Migration, Invasion, and Metastasis;https://api.elsevier.com/content/article/pii/[S0092867406000559];S0092867406000559;Macrophages within the tumor microenvironment facilitate angiogenesis and extracellular-matrix breakdown and remodeling and promote tumor cell motility. Recent studies reveal that direct communication between macrophages and tumor cells leads to invasion and egress of tumor cells into the blood vessels (intravasation). Thus, macrophages are at the center of the invasion microenvironment and are an important drug target for cancer therapy.
592;Macrophage/Cancer Cell Interactions Mediate Hormone Resistance by a Nuclear Receptor Derepression Pathway;https://api.elsevier.com/content/article/pii/[S0092867406000067];S0092867406000067;SummaryDefining the precise molecular strategies that coordinate patterns of transcriptional responses to specific signals is central for understanding normal development and homeostasis as well as the pathogenesis of hormone-dependent cancers. Here we report specific prostate cancer cell/macrophage interactions that mediate a switch in function of selective androgen receptor antagonists/modulators (SARMs) from repression to activation in vivo. This is based on an evolutionarily conserved receptor N-terminal L/HX7LL motif, selectively present in sex steroid receptors, that causes recruitment of TAB2 as a component of an N-CoR corepressor complex. TAB2 acts as a sensor for inflammatory signals by serving as a molecular beacon for recruitment of MEKK1, which in turn mediates dismissal of the N-CoR/HDAC complex and permits derepression of androgen and estrogen receptor target genes. Surprisingly, this conserved sensor strategy may have arisen to mediate reversal of sex steroid-dependent repression of a limited cohort of target genes in response to inflammatory signals, linking inflammatory and nuclear receptor ligand responses to essential reproductive functions.
593;Transcription Factor Target Practice;https://api.elsevier.com/content/article/pii/[S0092867405014674];S0092867405014674;In this issue of Cell, Hallikas et al. (2006) and Wei et al. (2006) describe different ways of identifying direct targets of transcription factors and their corresponding regulatory sequences in the genome. Although still under development, these studies provide an efficient way to decipher regulatory networks.
594;The E3 Ubiquitin Ligase Itch Couples JNK Activation to TNF@a-induced Cell Death by Inducing c-FLIP"L Turnover;https://api.elsevier.com/content/article/pii/[S0092867406001139];S0092867406001139;SummaryThe proinflammatory cytokine tumor necrosis factor (TNF) Î± signals both cell survival and death. The biological outcome of TNFÎ± treatment is determined by the balance between NF-ÎºB and Jun kinase (JNK) signaling, NF-ÎºB promotes survival, whereas JNK enhances cell death. Critically, identity of a JNK substrate that promotes TNFÎ±-induced apoptosis has been outstanding. Here we show that TNFÎ±-mediated JNK activation accelerates turnover of the NF-ÎºB-induced antiapoptotic protein c-FLIP, an inhibitor of caspase-8. This is not due to direct c-FLIP phosphorylation but depends on JNK-mediated phosphorylation and activation of the E3 ubiquitin ligase Itch, which specifically ubiquitinates c-FLIP and induces its proteasomal degradation. JNK1 or Itch deficiency or treatment with a JNK inhibitor renders mice resistant in three distinct models of TNFÎ±-induced acute liver failure, and cells from these mice do not display inducible c-FLIPL ubiquitination and degradation. Thus, JNK antagonizes NF-ÎºB during TNFÎ± signaling by promoting the proteasomal elimination of c-FLIPL.
